case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task3_jel_similarity_side_capped_jel_similarity_003680,+,"[""J31""]",liberal,-,Return to schooling (relative),1.0,16474,Marginal expansion in college attendance,conservative,0.1667,0.1667,jaccard_jel_similarity,lib-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Employment,28831,liberal,None,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003681,None,"[""J31""]",conservative,+,Workers' earnings,1.0,4222,Profit per employee,liberal,0.1667,0.1667,jaccard_jel_similarity,cons-cons,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Employment reallocation to higher-productivity firms,28831,conservative,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003682,+,"[""J31""]",liberal,-,Return to schooling (relative),1.0,16474,Marginal expansion in college attendance,conservative,0.1667,0.1667,jaccard_jel_similarity,lib-cons,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Employment reallocation to higher-productivity firms,28831,conservative,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003683,None,"[""J31""]",conservative,+,Workers' earnings,1.0,4222,Profit per employee,liberal,0.1667,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Higher-up wages (wage spillovers),28831,liberal,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003684,+,"[""J31""]",liberal,-,Return to schooling (relative),1.0,16474,Marginal expansion in college attendance,conservative,0.1667,0.1667,jaccard_jel_similarity,lib-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Higher-up wages (wage spillovers),28831,liberal,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003685,None,"[""J31""]",conservative,+,Workers' earnings,1.0,4222,Profit per employee,liberal,0.1667,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Probability of remaining employed,28831,liberal,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003686,+,"[""J31""]",liberal,-,Return to schooling (relative),1.0,16474,Marginal expansion in college attendance,conservative,0.1667,0.1667,jaccard_jel_similarity,lib-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Probability of remaining employed,28831,liberal,+,Minimum wage increase,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003687,+,"[""J3"", ""O51"", ""G2"", ""O32"", ""O3"", ""J24"", ""J2"", ""O33""]",liberal,-,Demand for skilled workers,0.375,14644,Tighter regulation,conservative,0.3333,0.2143,jaccard_jel_similarity,lib-lib,0.2143,"[""J24"", ""O32"", ""O33""]",3,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Inventory size,28833,liberal,-,Job-Methods (J-M) training,task3,14,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003688,-,"[""L1"", ""E02"", ""O32"", ""O31"", ""O33""]",conservative,+,Entrant innovation effort,0.4,18993,Entry subsidy,liberal,0.2222,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""O32"", ""O33""]",2,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Inventory size,28833,liberal,-,Job-Methods (J-M) training,task3,12,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003689,+,"[""J3"", ""O51"", ""G2"", ""O32"", ""O3"", ""J24"", ""J2"", ""O33""]",liberal,-,Demand for skilled workers,0.375,14644,Tighter regulation,conservative,0.3333,0.2143,jaccard_jel_similarity,lib-lib,0.2143,"[""J24"", ""O32"", ""O33""]",3,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Number of product lines,28833,liberal,+,Job-Methods (J-M) training,task3,14,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003690,-,"[""L1"", ""E02"", ""O32"", ""O31"", ""O33""]",conservative,+,Entrant innovation effort,0.4,18993,Entry subsidy,liberal,0.2222,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""O32"", ""O33""]",2,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Number of product lines,28833,liberal,+,Job-Methods (J-M) training,task3,12,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003691,+,"[""J3"", ""O51"", ""G2"", ""O32"", ""O3"", ""J24"", ""J2"", ""O33""]",liberal,-,Demand for skilled workers,0.375,14644,Tighter regulation,conservative,0.3333,0.2143,jaccard_jel_similarity,lib-lib,0.2143,"[""J24"", ""O32"", ""O33""]",3,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,On-the-job training spending,28833,liberal,+,Job-Relations (J-R) training,task3,14,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003692,-,"[""L1"", ""E02"", ""O32"", ""O31"", ""O33""]",conservative,+,Entrant innovation effort,0.4,18993,Entry subsidy,liberal,0.2222,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""O32"", ""O33""]",2,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,On-the-job training spending,28833,liberal,+,Job-Relations (J-R) training,task3,12,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003693,+,"[""J3"", ""O51"", ""G2"", ""O32"", ""O3"", ""J24"", ""J2"", ""O33""]",liberal,-,Demand for skilled workers,0.375,14644,Tighter regulation,conservative,0.3333,0.2143,jaccard_jel_similarity,lib-lib,0.2143,"[""J24"", ""O32"", ""O33""]",3,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Return on assets,28833,liberal,+,Training Within Industry (TWI) training,task3,14,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003694,-,"[""L1"", ""E02"", ""O32"", ""O31"", ""O33""]",conservative,+,Entrant innovation effort,0.4,18993,Entry subsidy,liberal,0.2222,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""O32"", ""O33""]",2,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Return on assets,28833,liberal,+,Training Within Industry (TWI) training,task3,12,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003695,+,"[""J3"", ""O51"", ""G2"", ""O32"", ""O3"", ""J24"", ""J2"", ""O33""]",liberal,-,Demand for skilled workers,0.375,14644,Tighter regulation,conservative,0.3333,0.2143,jaccard_jel_similarity,lib-lib,0.2143,"[""J24"", ""O32"", ""O33""]",3,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Total factor productivity,28833,liberal,+,Training Within Industry (TWI) training,task3,14,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003696,-,"[""L1"", ""E02"", ""O32"", ""O31"", ""O33""]",conservative,+,Entrant innovation effort,0.4,18993,Entry subsidy,liberal,0.2222,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""O32"", ""O33""]",2,"[""N34"", ""O15"", ""J24"", ""O32"", ""M5"", ""L2"", ""O33"", ""N64"", ""M2""]",9,Total factor productivity,28833,liberal,+,Training Within Industry (TWI) training,task3,12,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003697,+,"[""J31"", ""J23"", ""O33"", ""J24""]",liberal,-,Low-skilled wages,0.75,20826,Broadband availability,conservative,1.0,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""J23"", ""J31"", ""O33""]",3,"[""J23"", ""J31"", ""O33""]",3,Employment to population ratio,28920,liberal,-,Task displacement,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003698,+,"[""J31"", ""H32"", ""J23"", ""H31""]",conservative,None,Net-of-tax wages of young workers,0.5,23976,Payroll tax cut for young workers,liberal,0.6667,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""J23"", ""J31""]",2,"[""J23"", ""J31"", ""O33""]",3,Employment to population ratio,28920,liberal,-,Task displacement,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003699,+,"[""J31"", ""J23"", ""O33"", ""J24""]",liberal,-,Low-skilled wages,0.75,20826,Broadband availability,conservative,1.0,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""J23"", ""J31"", ""O33""]",3,"[""J23"", ""J31"", ""O33""]",3,Real wages,28920,liberal,-,Task displacement,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003700,+,"[""J31"", ""H32"", ""J23"", ""H31""]",conservative,None,Net-of-tax wages of young workers,0.5,23976,Payroll tax cut for young workers,liberal,0.6667,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""J23"", ""J31""]",2,"[""J23"", ""J31"", ""O33""]",3,Real wages,28920,liberal,-,Task displacement,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003701,-,"[""O1"", ""P0"", ""E0""]",conservative,+,Economic growth,0.6667,11993,Actual democracy (controlling for expectations),liberal,1.0,0.6667,jaccard_jel_similarity,cons-cons,0.6667,"[""E0"", ""O1""]",2,"[""O1"", ""E0""]",2,Effectiveness of purchase subsidies,28928,conservative,-,Presence of the rental market,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003702,mixed,"[""O1"", ""P0"", ""E0""]",liberal,+,Economic growth,0.6667,11993,Economic liberalization,conservative,1.0,0.6667,jaccard_jel_similarity,lib-cons,0.6667,"[""E0"", ""O1""]",2,"[""O1"", ""E0""]",2,Effectiveness of purchase subsidies,28928,conservative,-,Presence of the rental market,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003703,-,"[""O1"", ""P0"", ""E0""]",conservative,+,Economic growth,0.6667,11993,Actual democracy (controlling for expectations),liberal,1.0,0.6667,jaccard_jel_similarity,cons-cons,0.6667,"[""E0"", ""O1""]",2,"[""O1"", ""E0""]",2,High-cost manager profits,28928,conservative,+,Well-functioning rental market,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003704,mixed,"[""O1"", ""P0"", ""E0""]",liberal,+,Economic growth,0.6667,11993,Economic liberalization,conservative,1.0,0.6667,jaccard_jel_similarity,lib-cons,0.6667,"[""E0"", ""O1""]",2,"[""O1"", ""E0""]",2,High-cost manager profits,28928,conservative,+,Well-functioning rental market,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003705,-,"[""G15"", ""G14"", ""G12""]",conservative,+,price reversals,0.6667,20071,ETF flows,liberal,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""G12"", ""G14""]",2,"[""G12"", ""G14""]",2,Green stocks outperformance,28940,liberal,+,Industry-level greenness,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003706,-,"[""G12"", ""G14""]",liberal,+,Market efficiency,1.0,24552,High hedge fund participation,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""G12"", ""G14""]",2,"[""G12"", ""G14""]",2,Green stocks outperformance,28940,liberal,+,Industry-level greenness,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003707,-,"[""G15"", ""G14"", ""G12""]",conservative,+,price reversals,0.6667,20071,ETF flows,liberal,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""G12"", ""G14""]",2,"[""G12"", ""G14""]",2,Green-minus-brown stock returns,28940,liberal,+,Shocks to climate concerns,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003708,-,"[""G12"", ""G14""]",liberal,+,Market efficiency,1.0,24552,High hedge fund participation,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""G12"", ""G14""]",2,"[""G12"", ""G14""]",2,Green-minus-brown stock returns,28940,liberal,+,Shocks to climate concerns,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003709,+,"[""K42"", ""J16"", ""I18""]",conservative,-,Forcible rape offenses,0.3333,20281,Decriminalization of indoor prostitution,liberal,1.0,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""J16""]",1,"[""J16""]",1,Share of female Committee nominees,28942,liberal,+,Nominating Committee mandate to consider gender,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003710,+,"[""G18"", ""J16"", ""G28""]",liberal,-,Average wage per employee,0.3333,25435,Mandatory gender pay transparency,conservative,1.0,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""J16""]",1,"[""J16""]",1,Share of female Committee nominees,28942,liberal,+,Nominating Committee mandate to consider gender,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003711,mixed,"[""J22"", ""J13"", ""D15""]",conservative,+,Household welfare (relative policy),0.6667,24006,Unconditional subsidy to households with young children,liberal,0.6667,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""D15"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Self-employment income,29000,conservative,-,Lottery winning,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003712,None,"[""E21"", ""J22"", ""J31"", ""H2""]",liberal,-,Secondary earner labor supply,0.5,26097,Joint income taxation,conservative,0.6667,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""H2"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Self-employment income,29000,conservative,-,Lottery winning,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003713,mixed,"[""J22"", ""J13"", ""D15""]",conservative,+,Household welfare (relative policy),0.6667,24006,Unconditional subsidy to households with young children,liberal,0.6667,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""D15"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Pre-tax labor earnings,29000,conservative,-,Unearned income increase,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003714,None,"[""E21"", ""J22"", ""J31"", ""H2""]",liberal,-,Secondary earner labor supply,0.5,26097,Joint income taxation,conservative,0.6667,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""H2"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Pre-tax labor earnings,29000,conservative,-,Unearned income increase,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003715,mixed,"[""J22"", ""J13"", ""D15""]",conservative,+,Household welfare (relative policy),0.6667,24006,Unconditional subsidy to households with young children,liberal,0.6667,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""D15"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Total earnings,29000,conservative,-,Universal Basic Income (UBI),task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003716,None,"[""E21"", ""J22"", ""J31"", ""H2""]",liberal,-,Secondary earner labor supply,0.5,26097,Joint income taxation,conservative,0.6667,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""H2"", ""J22""]",2,"[""D15"", ""J22"", ""H2""]",3,Total earnings,29000,conservative,-,Universal Basic Income (UBI),task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003717,-,"[""I11"", ""I13"", ""L14"", ""I18""]",conservative,+,Facility charges,1.0,23623,EmCare entry,liberal,0.4444,0.4444,jaccard_jel_similarity,cons-cons,0.4444,"[""I11"", ""I13"", ""I18"", ""L14""]",4,"[""L33"", ""L14"", ""H75"", ""I18"", ""I14"", ""I11"", ""I13"", ""L88"", ""H52""]",9,Average spending per visit,29010,conservative,-,Decrease fees by 10% and reduce denial probability by 20%,task3,9,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003718,-,"[""I18"", ""I11"", ""L0"", ""I13""]",liberal,+,Average household welfare,0.75,29406,Adoption of ICHRA plans,conservative,0.3333,0.3,jaccard_jel_similarity,lib-cons,0.3,"[""I11"", ""I13"", ""I18""]",3,"[""L33"", ""L14"", ""H75"", ""I18"", ""I14"", ""I11"", ""I13"", ""L88"", ""H52""]",9,Average spending per visit,29010,conservative,-,Decrease fees by 10% and reduce denial probability by 20%,task3,10,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003719,+,"[""G1"", ""G14""]",conservative,-,Price volatility,1.0,19974,Stamp duty increase,liberal,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""G1"", ""G14""]",2,"[""D47"", ""G12"", ""G14"", ""G1""]",4,Market's cost of liquidity,29011,liberal,-,Eliminating latency arbitrage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003720,+,"[""G1"", ""G14""]",liberal,-,Stock returns,1.0,19974,Stamp duty increase,conservative,0.5,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""G1"", ""G14""]",2,"[""D47"", ""G12"", ""G14"", ""G1""]",4,Market's cost of liquidity,29011,liberal,-,Eliminating latency arbitrage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003721,+,"[""G1"", ""G14""]",conservative,-,Price volatility,1.0,19974,Stamp duty increase,liberal,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""G1"", ""G14""]",2,"[""D47"", ""G12"", ""G14"", ""G1""]",4,Trading costs,29011,liberal,+,Latency arbitrage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003722,+,"[""G1"", ""G14""]",liberal,-,Stock returns,1.0,19974,Stamp duty increase,conservative,0.5,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""G1"", ""G14""]",2,"[""D47"", ""G12"", ""G14"", ""G1""]",4,Trading costs,29011,liberal,+,Latency arbitrage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003723,+,"[""O1"", ""O47""]",liberal,-,Urban concentration (primacy),0.5,7503,Degree of federalism (political decentralization),conservative,0.3333,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""O1""]",1,"[""D03"", ""O1"", ""D9""]",3,Average age at marriage,29052,liberal,+,Conditional incentive to delay marriage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003724,+,"[""O1"", ""O4""]",conservative,-,Trade balance (relative),0.5,8245,Financial liberalization,liberal,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""O1""]",1,"[""D03"", ""O1"", ""D9""]",3,Average age at marriage,29052,liberal,+,Conditional incentive to delay marriage,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003725,+,"[""O1"", ""O47""]",liberal,-,Urban concentration (primacy),0.5,7503,Degree of federalism (political decentralization),conservative,0.3333,0.25,jaccard_jel_similarity,lib-cons,0.25,"[""O1""]",1,"[""D03"", ""O1"", ""D9""]",3,Husband quality,29052,conservative,None,Conditional incentive to delay marriage,task3,4,side_capped_jel_similarity
